"Gene_ID","s1C104_Pre","s1C110_Pre","s1C125_Pre","s1C113_Pre","s1C114_Pre"
"TSPYL4",2156,1618,1566,2173,2421
"ENPP1",71,117,9,17,14
"DEFA3",0,0,0,0,0
"ACTR3",12958,13784,10763,13281,10346
"ZMPSTE24",1490,1385,1107,1267,1091
"TMEM179B",788,719,562,613,383
"LOC105379183",58,0,25,14,35
"SNORA15B-2",0,0,0,0,0
"MIR4699",0,0,0,0,0
"C8ORF86",0,1,0,0,0
"LINC01381",0,0,0,0,0
"TTTY9A",0,0,0,0,0
"MIR635",0,0,8,0,0
"STEAP1B",7,0,20,9,10
"CHRAC1",1690,1979,1182,2091,1983
"TMPO",7725,8706,5745,7342,5367
"LOC606724",0,0,0,0,0
"ZNF263",809,703,696,867,626
"TTLL5",1283,1202,1065,1683,1108
"LOC107985033",42,19,13,30,22
"LOC101927021",136,169,139,104,93
"SLC39A6",1382,1447,857,1331,945
"EXPH5",660,612,518,862,378
"AADACP1",0,0,0,0,0
"ARRDC1-AS1",286,182,236,279,249
"MIR3662",0,4,0,4,4
"MIR4324",10,2,0,22,11
"YJEFN3",108,24,54,66,30
"DNAJC7",2105,2081,1780,2687,1709
"PAFAH2",977,386,559,549,579
"GFRA4",0,0,0,0,0
"SERHL2",1,0,7,0,1
"TCP11L2",2884,3625,2602,4186,2536
"AK1",598,65,308,432,238
"LOC101927865",34,13,58,46,45
"AQP11",4,12,19,23,9
"SELL",18821,35352,26921,33573,16413
"VPS9D1",774,167,365,517,364
"TFAP2E",132,43,94,83,78
"MIR4516",0,0,1,0,0
"UBL4B",0,0,0,0,0
"SEMA6A-AS1",84,67,84,135,105
"E2F8",45,62,39,15,6
"MYH4",0,0,0,0,0
"RNF4",4178,3448,3031,4332,3222
"NOBOX",0,0,0,0,0
"BARD1",724,656,523,550,400
"XRCC1",824,615,638,830,576
"WDFY2",1650,1086,1251,1912,1129
"ACAP1",5943,3095,4455,6920,4551
"ACP1",1888,2128,1483,1917,1415
"MIR302A",0,0,0,0,0
"ZNF160",2180,1938,1483,1742,1792
"GADD45A",209,102,105,359,570
"FUS",12790,6763,8678,13374,13360
"HHIP-AS1",8,0,1,0,0
"SHISAL2B",0,0,0,0,0
"MIR3125",0,6,7,17,14
"TUBB1",485,6454,8921,135,1005
"TMC6",7725,3786,5864,6988,4671
"AQP4-AS1",0,0,0,0,0
"MYBBP1A",2079,1316,1547,2171,1683
"LMO7-AS1",5,3,0,0,0
"KCNJ15",0,5,16,9,0
"NAB1",1052,876,772,1399,1045
"CLEC11A",48,35,15,23,22
"SNORD114-11",0,0,0,0,0
"CCL21",0,0,0,0,0
"PCTP",178,301,162,109,67
"MIR6724-2",0,0,0,0,0
"FAM111A",5134,3111,4090,4585,3868
"SCARNA26B",39,16,39,66,34
"ATG7",1368,1223,1165,1346,831
"BPTF",20367,14754,14893,20193,15582
"CBX8",38,54,23,19,50
"ATP1A2",1,1,0,0,0
"ZNF14",890,965,978,2148,682
"EIF4E",1362,1248,1112,1451,926
"SYF2",2405,2417,1813,2958,1949
"RASL12",0,0,0,0,0
"LOC101929352",0,0,0,0,0
"SH3BP2",4783,2579,2937,2175,2184
"LOC100505851",0,0,0,0,0
"NAA20",533,536,301,466,413
"PPP1R13B",1010,757,708,1122,638
"CD2AP",2758,3184,2338,3412,2672
"GALNT18",0,0,3,4,0
"CXORF49B",0,0,0,0,0
"UGT2B11",0,0,0,0,0
"LOC339685",0,0,0,0,0
"SNORA73A",395,722,223,856,339
"FBXW7",3976,2950,2712,4028,3428
"KHK",68,49,33,39,52
"URB2",745,666,492,700,614
"FAM25C",0,0,0,0,0
"KBTBD13",0,0,0,0,0
"MIR663AHG",10,0,3,0,16
"CDR2",2150,2645,1837,3516,2265
"LINC01266",0,0,0,0,0
"LINC01127",0,0,2,0,0
"HOXD10",0,0,0,0,0
"EDNRA",0,0,0,0,0
"LINC00366",0,0,0,0,0
"DUSP15",0,3,0,0,0
"MRTO4",296,262,247,427,294
"FAM49A",787,820,641,113,203
"STAT3",8879,7658,6247,13163,8169
"H1F0",379,1073,407,402,204
"MMP17",44,79,25,15,31
"PNPLA4",122,167,195,158,121
"MIR548AC",4,9,9,12,15
"TRIM69",180,66,67,95,76
"LINC00609",0,0,0,0,0
"LINC01254",0,0,0,0,0
"HCG26",342,121,226,231,173
"FRG2KP",0,0,0,0,0
"LOC102724579",0,0,0,0,0
"HECW2",44,32,14,43,42
"KLHDC7A",0,0,0,0,0
"PTBP1",7321,7049,5910,9377,7042
"MIR513B",0,0,0,0,0
"IGIP",537,324,429,486,275
"OR2B3",0,0,0,0,0
"LINC01483",4,6,0,1,0
"ACAT1",631,411,283,506,422
"IRAK1",1998,1346,1133,1624,1188
"APOC1P1",0,0,0,0,0
"MIR1252",0,0,0,0,0
"RECK",1135,1066,787,1253,672
"MIR6729",0,0,0,0,0
"HORMAD1",22,4,24,13,20
"FANCI",696,492,442,507,482
"TMED5",4358,4057,3752,5177,3455
"LINC00483",0,0,0,0,0
"SOD3",0,0,0,0,0
"PRKCG",0,0,0,4,197
"MIR2052",0,0,0,0,0
"ZWILCH",442,425,205,432,255
"GBX1",0,0,0,0,0
"OR2T11",0,0,0,0,0
"SAXO2",26,15,24,978,4
"MIR3180-4",0,0,0,0,0
"TNFSF15",8,13,9,0,0
"SSR4",1691,2155,1140,1586,1503
"GTF2F2",473,543,420,730,465
"ATAT1",344,129,343,388,242
"SSR3",4424,4942,2985,4190,2801
"ZEB2-AS1",56,11,31,4,0
"ALCAM",696,1224,566,648,463
"FAM226A",0,0,0,0,0
"APTX",570,545,459,617,365
"PHPT1",439,330,343,354,272
"MIR4259",0,0,0,0,4
"LANCL1-AS1",0,0,0,0,0
"NAAA",1709,1619,1522,2016,845
"KRBOX4",464,537,377,640,383
"COX11",1398,1330,772,1308,1005
"CD164",11328,13086,9764,10893,9021
"MIR602",3,5,4,7,3
"PAXIP1-AS2",675,660,629,662,494
"LOC105376468",0,0,0,0,0
"CACNG2",0,0,0,0,0
"MIR4670",0,0,0,0,0
"CDC37L1-AS1",70,10,34,59,75
"LINC01795",0,0,0,0,0
"ACSS2",340,331,446,487,360
"MEP1B",0,0,0,2,5
"NBPF6",0,0,1,0,0
"FSIP1",33,20,9,25,8
"PAX2",0,0,0,0,0
"POMGNT1",823,446,680,800,629
"EML4",14295,8907,10968,17407,11994
"TP53TG3F",0,0,0,0,0
"YIF1B",256,251,253,302,222
"PATJ",5377,4155,4452,8882,4664
"MPPED2",10,42,26,4,46
"ZDHHC17",2999,2025,2238,3063,2297
"MT1A",0,0,0,0,0
"LPP-AS2",48,40,41,11,34
"MCM7",2092,1019,1349,2011,1459
"LINC00613",0,0,0,0,0
"ABLIM3",17,198,292,10,88
"MIR1273A",0,0,0,0,0
"MALAT1",1165767,587328,843627,1334600,949873
"GPRC5C",4,0,2,0,0
"HPS4",2067,1298,1713,2314,1285
"HMG20A",1430,1175,1382,1289,851
"MEGF10",3,2,0,0,0
"MIR8052",0,0,0,0,0
"PTPRT",0,0,0,0,0
"ELOA3",0,0,0,0,0
"PRSS54",0,0,0,0,0
"VSIG2",26,8,7,12,19
"IQCN",1978,491,721,769,3884
"CHM",1099,1060,1018,1324,1010
"RDH16",33,12,28,49,23
"CABIN1",4747,3612,3864,5191,4026
"SPN",15787,11361,9289,8979,9327
"USP12-AS1",0,0,0,0,0
"PCDHB18P",0,0,0,0,0
"MIR3928",0,0,0,0,0
"SYNRG",9660,7561,7367,9037,7144
"C11ORF58",4483,5003,3503,5777,3497
"SNORD13B-1",0,0,0,0,0
"PROB1",50,20,24,16,24
"XRN2",4850,4275,3915,8200,4961
"LINC00322",2,0,0,0,0
"ZNF594",196,166,219,101,75
"PLCD1",861,600,611,839,753
"NOP10",487,710,481,683,325
"PRR13",2885,2983,2206,3090,2188
"LOC101928323",0,7,5,0,0
"DCDC2B",0,0,0,5,10
"PLA2G2D",3,2,1,5,0
"LINC02088",0,0,0,0,11
"LINC01784",0,0,0,0,0
"TMED8",1736,1449,1101,1423,1124
"MIR1273D",0,5,0,0,0
"ITGB8",51,6,9,12,13
"CD7",2777,4584,2792,4253,2222
"ACTL8",0,0,0,0,0
"BIRC8",0,0,0,0,0
"ELFN1-AS1",0,9,0,3,0
"CNGB3",0,0,0,0,0
"SNX10",1013,985,698,446,422
"COG5",4010,3658,5302,6883,2986
"LINC02255",0,0,0,0,0
"COL2A1",0,0,0,0,0
"SLC22A12",0,0,0,0,0
"OVCA2",67,31,78,64,43
"KLF5",199,431,248,527,543
"OR2A20P",0,0,2,0,0
"LINC01108",0,0,0,0,0
"COL20A1",26,7,0,0,5
"NPIPB13",27,5,12,14,21
"MIR3200",0,0,0,0,0
"LRRC24",33,19,25,45,29
"EYA1",0,0,0,0,0
"IGSF23",0,0,0,0,0
"LOC101929698",214,177,54,98,26
"DEFA1",0,0,0,0,0
"CRNKL1",1817,1370,1259,2334,1290
"PAX5",329,734,622,239,985
"EDN3",18,47,0,11,0
"DERA",352,425,339,407,233
"XKR4",0,0,0,0,0
"FAM69C",0,0,0,0,0
"MIR6822",0,0,0,0,0
"MYL2",0,0,1,0,0
"STPG3-AS1",16,0,28,15,10
"NAPEPLD",479,311,484,288,220
"SOWAHA",0,0,0,0,0
"ANO10",332,385,323,338,345
"KLF10",3187,2073,2104,624,1916
"AWAT2",0,0,0,0,0
"COL6A1",285,120,91,320,205
"MIR922",0,0,0,0,0
"FAM118A",1396,520,640,2785,1949
"MIR1-2",0,0,0,0,0
"ATP6V0E2-AS1",153,80,123,146,92
"TBX2-AS1",0,0,0,0,0
"ASH2L",1388,1549,1199,1487,1116
"SS18L2",446,405,315,469,307
"NDST3",0,0,0,0,0
"LOC101927770",0,0,0,0,0
"SNAR-A1",0,0,0,0,0
"LINC00603",0,0,0,0,0
"GBAT2",9,16,16,18,24
"TCFL5",330,478,338,390,303
"CENPE",374,255,193,248,244
"SNORA103",0,0,0,0,0
"AAR2",715,737,559,832,674
"LOC107984784",0,0,0,0,0
"C14ORF132",511,303,163,152,344
"CROCC2",6,9,0,2,0
"GALNT14",0,0,5,12,0
"PSMD11",2284,2193,2001,2826,2320
"GPR45",0,0,0,0,0
"WDR61",478,438,302,490,280
"PTPRVP",30,48,28,50,44
"DPPA2P3",0,0,0,0,0
"LMX1B",0,0,0,0,11
"KLHDC2",2412,1926,1989,3070,2614
"LINC01095",0,0,0,0,0
"MKNK1-AS1",0,0,0,0,0
"SLC38A8",0,0,0,0,0
"SETBP1",2201,841,812,308,512
"SAMHD1",18049,19268,16494,19150,14681
"LINC01006",0,0,0,3,0
"SNORD116-8",13,0,7,3,15
"PTPA",950,1045,547,843,689
"MIR6769B",0,0,0,0,0
"HDAC4",2922,1988,2580,3112,2788
"FBXO33",3455,2551,2131,4828,3664
"OR2V1",0,0,0,0,0
"ANKRD18A",366,218,528,367,342
"LINC01209",0,0,0,0,0
"HDAC5",1444,1427,904,1896,1236
"PTH2R",0,1,0,4,16
"PANX3",0,0,0,0,0
"KRTAP6-3",0,0,0,0,0
"ACO1",627,474,402,565,277
"MIR3180-1",0,0,0,0,0
"MIR1972-2",0,0,0,0,0
"MIR195",0,0,0,0,0
"OXSR1",2610,2034,1692,2635,2398
"P2RX1",194,254,256,29,49
"TTC14",6507,3530,6195,6607,4009
"HIST1H2BH",294,515,244,180,182
"ZDHHC22",0,0,0,0,0
"NUDT4P2",0,0,0,0,0
"SIPA1L1",2792,3108,2777,3623,2961
"MAPRE3",66,40,58,90,68
"BCDIN3D-AS1",12,24,26,21,10
"IKBIP",212,307,142,239,90
"LINC01491",0,0,0,0,0
"SSX9",0,0,0,0,0
"LGI1",8,0,0,0,0
"SEPSECS",1873,1077,1255,1475,900
"ERCC6L2",4421,4129,3107,4071,3271
"WDR11",2041,1886,1753,1971,1575
"CHST11",2794,2721,1963,2939,2501
"FOCAD",1217,1192,1171,1441,969
"FLJ36000",0,0,0,0,0
"LINC00410",0,0,0,0,0
"C1ORF123",723,787,587,841,575
"ZNF493",1711,1801,1622,1197,1610
"MIR3192",23,14,12,35,50
"TAF2",3530,2151,2378,3194,2629
"UGDH-AS1",32,37,8,28,6
"MIR758",0,0,0,0,0
"PCDHGA2",13,0,2,7,3
"LOC101928174",0,0,0,0,0
"OLIG2",0,0,0,0,0
"LOC143666",25,22,11,28,45
"NR6A1",50,18,14,1,0
"COA6",111,203,137,192,99
"TUSC1",8,10,2,1,0
"ANXA9",10,10,6,1,0
"LOC400627",0,0,0,0,0
"CLCA2",0,0,3,0,0
"MAN1B1",1125,1013,1104,1250,1014
"KAT6B",6340,5994,4743,7801,5543
"NPTXR",371,416,218,519,274
"MIR144",0,0,0,0,0
"PPP1R32",224,129,149,209,170
"CYB561D2",352,332,294,323,255
"FAR1",2889,2063,2352,2322,1748
"ACADM",878,876,619,729,642
"RAB27B",880,1799,1575,298,584
"WFDC10B",0,0,0,0,0
"C16ORF96",44,28,31,46,7
"LINC01820",0,0,1,0,0
"ARPC1A",1166,1219,1087,1222,967
"DENND4B",5494,2954,4122,5371,3864
"COLGALT1",1981,1566,1681,1941,1716
"TTTY3B",0,0,0,0,0
"USP17L3",0,0,0,0,0
"SLC7A13",0,0,0,0,0
"HAND1",0,0,0,0,0
"POLR3K",204,195,159,168,108
"KLF1",0,2,5,1,0
"MRGPRE",0,0,0,0,0
"MIR6861",0,0,0,0,0
"EPO",0,0,0,0,0
"SOX1-OT",0,0,0,6,0
"HOXB3",267,83,59,130,191
"UGT1A3",0,0,0,0,0
"FEZ1",101,28,9,2,28
"PTCHD3",0,0,0,0,0
"LINC02499",0,0,0,0,0
"PLEKHM1P1",1934,808,1615,1709,1510
"HIST1H2BG",3969,1582,838,759,1436
"PTPRQ",0,0,0,0,0
"LINC02133",0,0,0,0,0
"LGALS1",994,1317,674,340,819
"MIR515-2",0,0,0,0,0
"PATE4",0,0,0,0,0
"RPEL1",7,7,0,7,6
"TBX1",7,0,0,3,0
"CEP126",429,254,238,223,157
"POU4F3",3,1,0,4,0
"LOC105377372",0,0,0,2,0
"LOC101927571",5,0,0,1,0
"MIR1270",0,0,3,0,0
"ZNF572",59,40,66,66,71
"CHIA",0,0,0,0,0
"NPW",4,0,0,0,0
"LINC00885",1,5,0,0,0
"SNIP1",851,464,581,929,864
"TERC",364,480,336,558,235
"LINC02079",0,0,0,0,0
"LOC102723672",37,27,34,27,59
"PHLDB1",40,13,21,77,90
"ZNF630",110,78,99,119,193
"GALNT1",1797,2048,1304,1530,1211
"FGF1",0,0,0,0,0
"WNT4",0,0,0,0,1
"ZKSCAN4",158,187,187,166,91
"RGS7BP",0,0,0,0,0
"MIR5703",0,0,0,0,0
"OR10X1",0,0,0,0,0
"CLCA4",0,0,0,0,0
"REV1",2994,1981,2237,3318,2076
"RBM4B",227,255,196,228,213
"LOC100129534",84,38,29,55,14
"ZNF354C",699,717,826,907,505
"MIR6791",0,0,0,0,0
"CYP1B1-AS1",0,8,10,0,0
"NAXD",1155,710,945,938,565
"PNLIPRP3",0,0,0,0,0
"CHMP1A",1149,906,928,1003,693
"TLR1",1091,1133,1081,1349,580
"AMPD3",1432,1062,1700,1386,998
"MIR4681",36,10,32,39,29
"RTN4R",22,10,6,15,23
"PRKCSH",4738,5402,3388,4891,3612
"LOC100129878",0,0,0,0,0
"SPAG1",79,95,38,93,111
"MIR6511B2",0,0,0,0,0
"SLC18A2",22,58,62,3,25
"CFP",342,626,466,252,207
"MIR527",0,0,0,0,0
"GOSR2",3169,2330,2423,3688,2293
"CHGB",15,0,0,49,0
"LINC01301",0,0,0,1,0
"C10ORF62",0,0,0,0,0
"LOC101927623",0,0,0,0,0
"ZNF736",2001,1553,1580,2439,1405
"MYRF",69,20,25,44,29
"TIGD2",193,173,130,117,122
"MED25",927,661,628,909,693
"FAM86C1",141,233,157,155,93
"TTC23L",18,5,0,8,0
"ITGA7",32,11,8,24,16
"LOC100133315",192,187,158,208,158
"MYH10",82,73,69,73,75
"OR11H7",0,0,0,0,0
"LINC01189",0,0,0,0,0
"ARF6",11265,11880,7993,10616,8118
"DUSP18",836,542,576,433,574
"PFDN6",183,165,96,144,91
"LINC00216",0,0,0,2,7
"ASNSP1",0,0,0,1,0
"FAM53A",37,26,24,23,17
"ATP5D",313,404,311,407,304
"LINC01846",0,0,0,0,0
"SNPH",695,800,446,886,765
"GALNT7",1022,919,883,1021,907
"HERC2P2",1758,1025,2079,2422,1473
"MIR4632",0,0,0,0,0
"SAMD5",0,0,0,0,0
"NOC2LP2",0,0,2,4,0
"PIDD1",802,303,510,630,434
"VSTM4",7,5,0,36,6
"LINC01512",0,0,0,0,0
"EBF2",0,0,0,0,0
"TMEM41B",1709,884,1329,1873,914
"PACRG-AS1",0,0,0,0,0
"HS1BP3-IT1",20,3,11,0,10
"C16ORF54",5952,5269,4708,6966,7023
"MIR4689",0,0,0,0,0
"ST13P4",30,45,16,31,22
"C9ORF78",2126,1896,1407,2543,1804
"GABRR1",0,0,0,0,0
"SNORD115-17",0,0,0,0,0
"LOC100133077",0,0,0,0,0
"LOC101928371",0,0,1,0,0
"RABGGTB",2194,1399,1771,3471,2285
"TPD52",1714,1249,915,1787,1256
"BBX",6918,6658,5281,8189,5815
"MIR4435-2HG",875,419,639,199,335
"GPAT4",2442,1621,1561,2627,2101
"GFY",0,0,0,0,0
"SULT2A1",0,0,0,0,0
"CCDC190",0,0,0,0,0
"SPNS3",18,59,32,19,25
"HIST2H4B",0,0,0,0,0
"PIN1",1191,884,882,1031,647
"LOC101928718",48,24,40,15,70
"TMEM98",10,5,0,6,0
"HIRA",2683,1677,1518,1860,1494
"OR5H6",0,0,0,0,0
"C7ORF33",0,0,0,0,0
"ANKRD33",0,0,0,0,0
"LINC00632",8,0,0,0,0
"SNORD139",61,43,41,37,35
"DRGX",0,0,0,0,0
"SNAR-I",0,0,0,0,0
"ZNF415",49,33,16,31,46
"DBH-AS1",217,46,97,244,36
"ADAMTS12",6,0,4,0,0
"EIF2AK4",1453,1394,1104,1257,1093
"PTCHD1",0,0,0,0,0
"KIAA1328",954,642,685,800,534
"MIR3941",3,2,3,11,0
"TSSK3",6,5,2,9,6
"LOC100287036",6,12,26,0,0
"FKBP15",2186,2073,2006,1833,1623
"FOXN3-AS2",0,0,0,1,0
"SFTPA2",0,0,0,0,0
"RN7SL3",114,109,42,96,47
"SNORA11",21,43,28,25,18
"REPS1",3712,3349,2792,3765,3036
"FBXO38",2206,1313,1867,2095,1605
"FAM229A",87,39,61,111,89
"SPC24",46,54,16,42,30
"CASC17",0,0,0,0,0
"PDE6D",566,644,379,552,356
"MIR6127",0,0,0,0,0
"RWDD3",252,216,226,331,189
"MIR1207",7,3,16,8,14
"TTC31",1165,590,1033,1383,821
"STON1",97,102,100,96,67
"MAGEF1",365,525,250,373,270
"FOXI2",0,4,0,0,0
"MIR6864",0,0,0,0,0
"HIPK4",15,4,5,7,0
"UBE2CP5",196,57,96,158,57
"NDST1-AS1",0,0,0,0,0
"SPAG9",4146,2657,2830,4059,2962
"SLC38A6",586,382,489,498,385
"HJURP",95,99,32,21,31
"AHRR",20,4,14,30,29
"ZNF780A",1208,669,931,861,646
"B4GALNT2",0,0,0,0,0
"MCEMP1",11,17,42,0,0
"VPREB3",18,11,36,5,37
"DEGS1",2100,2928,1907,2849,2464
"MTRR",2550,1755,2040,2388,1897
"PDCD2L",124,36,33,120,73
"ITSN1",101,160,152,166,111
"MIR4644",35,65,34,32,91
"LOC101928322",0,0,0,0,0
"EMC6",203,187,126,262,120
"ANXA2P1",7,23,6,6,2
"LINC00539",81,37,50,69,16
"VN1R1",4,16,27,13,0
"ZFAND1",1342,1635,1241,1483,1239
"NSG1",773,696,452,833,515
"LOC171391",141,49,86,60,63
"SCP2",2261,2200,1689,1802,1458
"COQ10A",409,168,355,525,698
"DOK7",0,6,0,8,0
"TMEM40",8,78,68,2,15
"CEP55",87,71,42,36,34
"ZNF613",107,87,157,73,40
"MMP20",0,0,0,0,0
"LINC02055",22,4,11,0,7
"ODF3L1",5,0,6,0,24
"RNASET2",2718,2907,2721,5808,2881
"NDUFS5",536,454,271,594,617
"GRM4",0,0,1,6,0
"SAAL1",393,326,304,503,382
"RALGDS",5448,2781,2632,4528,3833
"C11ORF45",16,3,22,7,25
"NANOS2",0,0,0,0,0
"PVR",63,93,174,166,43
"PCBP4",434,342,301,391,318
"CA6",3,8,21,48,41
"ZNF781",82,173,73,118,122
"OR4K2",0,0,0,0,0
"OR1C1",0,0,0,0,0
"SNORA20",61,71,40,62,22
"AHCTF1",7191,5030,5607,7483,5927
"ACTL10",34,3,7,14,2
"SMIM32",0,0,0,0,0
"LINC01224",0,0,0,0,0
"ERLNC1",0,0,0,0,0
"HLA-DMB",680,1011,719,147,234
"PPP2R5A",4360,2834,2862,3594,2831
"NAPRT",192,332,150,406,164
"INHA",0,0,0,0,0
"YIPF2",395,322,243,318,206
"C6ORF226",105,129,56,110,77
"MIR6514",2,0,2,1,4
"LINC01047",0,0,0,0,0
"LOC101929721",0,0,0,0,0
"REC8",1413,526,1023,1055,1326
"ATP6V1G2",144,49,125,89,44
"DDX11L2",26,233,170,108,20
"TMEM242",533,571,412,708,417
"CXXC4",5,39,8,5,0
"VAV2",242,203,181,62,202
"DNM1P41",0,0,0,0,0
"SPATS2",584,320,265,459,326
"OXSM",185,123,181,187,170
"SYNE1",34873,13027,15262,14484,12624
"TCEA2",193,273,214,308,166
"LYPLA2P2",7,7,0,9,9
"SNORD116-16",3,3,14,5,0
"TTLL4",1074,684,784,860,635
"MYLPF",5,5,3,5,8
"IFNA7",0,0,0,0,0
"MRVI1",37,82,48,0,17
"TAS2R4",59,12,46,54,13
"MTDH",8208,8974,6347,7997,6737
"DYNC2H1",604,520,535,655,409
"NOVA1",0,1,2,0,0
"LINC02429",0,0,0,0,0
"ABCG5",0,0,0,0,0
"ARL14",0,0,0,0,0
"OR5K2",0,0,0,0,0
"NDUFA1",625,603,409,646,491
"DEFB133",0,0,0,0,0
"ICAM1",441,417,339,288,564
"LOC100129316",41,5,25,2,2
"LINC00308",0,0,0,0,0
"IGSF9",19,0,0,0,0
"SNORA115",0,0,0,0,0
"SERPINA3",0,0,0,0,0
"SEPHS1",1208,1029,848,1027,761
"FAM20C",38,73,48,1,21
"CEP19",79,66,75,111,132
"LRCH2",0,0,0,0,0
"ATXN3",2629,1657,1918,2492,1777
"RUFY4",15,6,16,15,31
"CANT1",1184,1026,1051,1497,870
"FOXD4L1",0,0,0,0,0
"FGF9",155,103,94,169,59
"LOC101927043",0,0,0,0,0
"LMBRD2",933,675,843,1083,586
"PUF60",1147,1226,979,1308,1119
"TOPBP1",3499,2506,2498,3246,2474
"METTL27",28,55,4,6,5
"LCE1F",0,0,0,0,0
"SLC9A8",2276,1393,1645,2295,1913
"MIR6882",0,0,0,0,0
"RTCB",994,1033,732,1097,783
"LITAF",8928,9042,5445,8755,5050
"MIR550B2",0,0,0,0,0
"SYNJ2-IT1",26,10,18,108,55
"MIR1273F",0,2,0,1,0
"SNORD12B",47,62,29,129,125
"C1ORF122",199,135,78,142,48
"PNN",5089,2640,4375,6588,3634
"RNF212B",0,2,3,0,0
"ATP11AUN",0,0,0,0,0
"RSPRY1",1403,1079,994,1318,929
"TMEM175",1100,358,840,946,734
"LOC100996419",30,31,16,9,20
"NRADDP",33,6,17,12,26
"SCP2D1",0,0,0,0,0
"OPN5",0,0,0,0,0
"MIR7852",0,0,0,0,0
"SEC63",3161,3159,2603,3656,2914
"BRINP3",0,0,0,0,0
"LINC01876",28,23,34,38,19
"KLK6",0,0,0,0,0
"DLX1",0,0,0,0,0
"SNTA1",155,85,128,101,87
"EFNA4",57,51,57,73,58
"METTL6",523,402,361,415,284
"PERP",222,410,149,211,253
"TTLL10",2,11,0,12,9
"WDR37",3060,2206,2322,2270,1732
"CYP4Z1",0,0,0,7,0
"ARHGAP27P1-BPTFP1-KPNA2P3",1616,473,1417,1319,843
"MRPL45",623,689,525,673,627
"HCCAT5",0,0,0,0,0
"CXCR6",69,179,56,35,62
"RIPK4",9,0,5,5,49
"LINC02402",0,0,0,0,0
"PLEKHA8P1",105,147,206,145,103
"TBC1D5",4803,5009,3228,3938,3177
"LOC100130207",155,55,74,54,51
"LOC101927730",2,0,5,7,0
"OR51H1",0,0,0,0,0
"ARPC3",2750,3248,2036,2790,2201
"SPATA19",0,0,0,0,0
"LINC02485",0,0,0,0,0
"MTNR1A",0,0,0,0,0
"PLSCR4",6,6,6,0,0
"RANBP1",978,1086,752,1097,865
"SEC24A",2954,2743,2309,2573,2326
"NUDC",869,826,611,1082,810
"DEFB134",0,0,0,0,0
"DHRS4L1",69,54,30,24,43
"ZBTB44",9316,7896,6112,7573,5723
"TSPY1",0,0,0,0,0
"LOC730101",45,6,13,2,9
"MRPS2",525,625,385,606,368
"NAA25",2786,1486,2166,3149,2407
"KBTBD12",2,0,0,0,0
"POLA2",618,512,487,554,331
"TEX13C",0,0,0,0,0
"SUGT1P3",160,112,67,128,112
"TTLL8",6,0,9,9,9
"IRS1",199,267,203,334,257
"LINC00562",138,90,163,96,87
"ASPHD2",189,137,121,104,70
"FBXO24",13,13,19,22,14
"KIF25",0,0,0,0,0
"C12ORF74",2,7,3,3,0
"MRPS33",320,289,223,326,300
"LINC01564",0,0,0,0,0
"TMEM214",1545,1315,1030,1355,1063
"CDIPT-AS1",0,0,0,4,1
"PIAS2",3140,2706,2803,3522,2388
"RASGRP4",270,507,284,9,28
"PRAG1",743,814,644,656,572
"LINC01737",0,0,3,0,0
"LINC01661",0,0,0,0,0
"FAM110D",0,0,0,0,0
"SRSF4",2681,2041,1980,3199,2393
"TBC1D8",191,236,120,20,52
"CRLF3",4275,5007,4094,5558,3652
"RAD52",454,315,469,467,315
"NKIRAS2",718,1023,658,606,503
"CENPH",217,211,112,185,194
"MIR19A",0,0,0,0,0
"VN1R5",0,0,0,0,0
"ARHGEF12",2212,1715,1439,1369,1051
"MIR5706",2,11,1,2,0
"CAPN9",8,1,0,0,0
"CPLX4",4,0,0,0,0
"OSTM1-AS1",0,0,0,0,0
"RASAL3",5422,3072,3693,3882,3111
"MIR4485",0,0,0,0,0
"APRT",1012,1431,769,1216,977
"C16ORF78",0,0,0,0,0
"ATIC",1941,2103,1663,1900,1427
"USP4",4409,3156,3378,4649,3234
"MARS2",742,548,420,438,397
"MFSD10",853,341,551,811,592
"LOC284930",0,0,0,0,0
"PEX5",551,496,382,499,320
"SPON1",172,424,120,149,157
"EPHB2",11,26,23,0,1
"MAP3K13",262,408,228,364,318
"VPS54",1946,1466,1517,1913,1768
"ANK2",2,2,0,0,0
"COLGALT2",400,90,101,101,170
"MAST4",2264,3148,2496,4234,3716
"TSPEAR",0,0,0,0,0
"RAI1-AS1",0,0,3,0,0
"NXPH3",0,0,3,0,0
"SMA4",310,208,82,176,61
"MAPK13",2622,1437,1249,2693,1992
"CORO6",52,8,28,52,24
"CABS1",0,0,0,0,0
"SNORD38D",0,0,0,0,0
"XPO1",10287,9913,9608,10527,8046
"ZNF347",413,437,342,292,309
"PRDM13",0,0,0,0,0
"FAM19A2",54,53,44,49,57
"LOC100506937",0,0,0,0,0
"LOC100130950",106,43,112,124,79
"MIR6715B",0,0,0,0,0
"MIR1245B",0,0,0,0,0
"MTHFD1",976,1056,791,988,936
"GIN1",285,418,287,316,224
"PRCD",3,0,0,4,0
"CCL4L1",97,39,47,26,23
"AP1G1",7856,4369,5748,8139,6367
"MIR6820",0,0,7,8,0
"OAS2",5177,6099,4962,4036,4525
"TAGLN3",2,4,1,0,0
"COL3A1",0,2,0,0,0
"CTDSP1",3862,3044,2629,2892,2045
"PHOX2B",0,0,0,0,0
"TH2LCRR",5,0,0,0,0
"SRRM3",0,0,1,0,0
